Date,Open,High,Low,Close,Adj Close,Volume
2023-05-03,96.070000,96.070000,94.470001,94.470001,94.470001,100
2023-05-04,95.879997,96.000000,94.970001,96.000000,96.000000,100
2023-05-05,95.430000,95.980003,95.430000,95.980003,95.980003,100
2023-05-08,96.699997,99.839996,96.699997,99.550003,99.550003,100
2023-05-09,99.980003,99.980003,99.489998,99.489998,99.489998,100
2023-05-10,97.370003,100.510002,97.370003,97.529999,97.529999,100
2023-05-11,101.800003,101.800003,96.029999,96.029999,96.029999,1400
2023-05-12,94.589996,94.589996,92.529999,92.620003,92.620003,100
2023-05-15,90.879997,90.879997,89.419998,90.620003,90.620003,100
2023-05-16,90.919998,92.540001,90.529999,90.529999,90.529999,100
2023-05-17,89.250000,89.500000,89.250000,89.500000,89.500000,100
2023-05-18,87.309998,87.309998,87.309998,87.309998,87.309998,100
2023-05-19,88.129997,88.129997,86.980003,87.220001,87.220001,4400
2023-05-22,86.629997,88.199997,86.230003,87.639999,87.639999,100
2023-05-23,85.820000,85.910004,84.570000,84.800003,84.800003,100
2023-05-24,83.919998,85.930000,83.919998,85.930000,85.930000,100
2023-05-25,83.529999,85.070000,83.529999,84.239998,84.239998,100
2023-05-26,84.849998,84.980003,83.849998,84.980003,84.980003,600
2023-05-30,83.660004,83.820000,83.080002,83.669998,83.669998,500
2023-05-31,82.639999,82.940002,81.260002,82.110001,82.110001,700
2023-06-01,83.379997,83.769997,82.959999,83.769997,83.769997,400
2023-06-02,87.529999,87.529999,87.529999,87.529999,87.529999,100
2023-06-05,86.029999,86.029999,83.800003,83.800003,83.800003,100
2023-06-06,85.889999,85.889999,85.089996,85.089996,85.089996,100
2023-06-07,88.769997,88.769997,88.589996,88.589996,88.589996,100
2023-06-08,85.760002,85.760002,85.760002,85.760002,85.760002,100
2023-06-09,86.519997,87.080002,85.330002,87.080002,87.080002,100
2023-06-12,87.330002,87.330002,86.440002,86.440002,86.440002,100
2023-06-13,85.820000,86.809998,85.820000,86.809998,86.809998,100
2023-06-14,87.739998,87.739998,85.550003,85.550003,85.550003,100
2023-06-15,85.419998,86.150002,84.019997,86.150002,86.150002,400
2023-06-16,86.150002,86.150002,86.150002,86.150002,86.150002,0
2023-06-20,83.510002,83.510002,82.180000,83.089996,83.089996,100
2023-06-21,84.690002,84.690002,82.870003,82.870003,82.870003,100
2023-06-22,83.440002,83.440002,83.440002,83.440002,83.440002,100
2023-06-23,81.650002,81.910004,80.599998,81.910004,81.910004,700
2023-06-26,82.000000,82.339996,80.699997,82.339996,82.339996,400
2023-06-27,82.709999,82.709999,81.400002,81.400002,81.400002,1400
2023-06-28,81.400002,81.400002,81.400002,81.400002,81.400002,0
2023-06-29,82.010002,82.010002,80.750000,80.750000,80.750000,100
2023-06-30,80.750000,80.750000,80.750000,80.750000,80.750000,0
2023-07-03,82.750000,83.500000,82.750000,83.500000,83.500000,100
2023-07-05,80.669998,82.970001,80.500000,80.500000,80.500000,100
2023-07-06,81.150002,81.150002,79.830002,79.830002,79.830002,100
2023-07-07,82.480003,82.480003,80.540001,81.260002,81.260002,100
2023-07-10,81.860001,83.019997,81.660004,81.660004,81.660004,100
2023-07-11,83.570000,83.570000,82.470001,82.470001,82.470001,100
2023-07-12,84.930000,84.930000,84.349998,84.349998,84.349998,100
2023-07-13,85.629997,85.629997,83.760002,83.760002,83.760002,100
2023-07-14,85.360001,85.360001,85.360001,85.360001,85.360001,100
2023-07-17,82.910004,86.889999,82.849998,86.889999,86.889999,300
2023-07-18,88.370003,88.370003,87.870003,87.870003,87.870003,100
2023-07-19,84.830002,87.559998,84.830002,87.559998,87.559998,100
2023-07-20,83.629997,87.410004,82.900002,87.410004,87.410004,100
2023-07-21,87.230003,87.230003,83.120003,84.650002,84.650002,100
2023-07-24,86.680000,86.680000,83.820000,83.820000,83.820000,100
2023-07-25,82.370003,84.690002,82.370003,82.430000,82.430000,100
2023-07-26,85.550003,85.550003,85.010002,85.010002,85.010002,100
2023-07-27,88.389999,88.389999,85.820000,85.820000,85.820000,100
2023-07-28,84.290001,84.290001,84.290001,84.290001,84.290001,100
2023-07-31,87.870003,87.870003,87.870003,87.870003,87.870003,100
2023-08-01,82.580002,87.160004,82.580002,87.160004,87.160004,100
2023-08-02,86.050003,86.050003,86.050003,86.050003,86.050003,100
2023-08-03,84.610001,85.830002,84.610001,85.500000,85.500000,300
2023-08-04,88.000000,90.730003,86.239998,86.239998,86.239998,200
2023-08-07,87.339996,87.339996,87.339996,87.339996,87.339996,100
2023-08-08,86.349998,89.660004,86.349998,89.660004,89.660004,100
2023-08-09,87.260002,87.260002,87.260002,87.260002,87.260002,100
2023-08-10,88.940002,88.940002,86.900002,86.900002,86.900002,100
2023-08-11,90.500000,90.500000,90.500000,90.500000,90.500000,100
2023-08-14,87.919998,87.919998,87.919998,87.919998,87.919998,100
2023-08-15,89.040001,89.550003,87.570000,89.550003,89.550003,100
2023-08-16,85.919998,87.900002,83.639999,87.760002,87.760002,100
2023-08-17,84.410004,84.410004,84.410004,84.410004,84.410004,100
2023-08-18,84.410004,84.410004,84.410004,84.410004,84.410004,0
2023-08-21,86.660004,86.660004,83.050003,86.660004,86.660004,100
2023-08-22,86.349998,88.209999,86.349998,86.349998,86.349998,100
2023-08-23,86.070000,86.070000,86.070000,86.070000,86.070000,100
2023-08-24,88.230003,88.230003,88.230003,88.230003,88.230003,100
2023-08-25,88.230003,88.230003,88.230003,88.230003,88.230003,0
2023-08-28,88.230003,88.230003,88.230003,88.230003,88.230003,0
2023-08-29,89.199997,89.949997,89.199997,89.949997,89.949997,100
2023-08-30,91.050003,91.050003,90.860001,90.860001,90.860001,100
2023-08-31,90.720001,90.720001,88.459999,88.459999,88.459999,100
2023-09-01,88.559998,88.559998,88.419998,88.419998,88.419998,100
2023-09-05,89.970001,89.970001,87.629997,87.809998,87.809998,100
2023-09-06,89.330002,89.330002,84.400002,86.559998,86.559998,100
2023-09-07,85.300003,85.300003,85.300003,85.300003,85.300003,100
2023-09-08,85.300003,85.300003,85.300003,85.300003,85.300003,0
2023-09-11,84.889999,87.220001,82.559998,87.220001,87.220001,100
2023-09-12,87.120003,87.120003,85.480003,85.480003,85.480003,100
2023-09-13,85.480003,85.480003,85.480003,85.480003,85.480003,0
2023-09-14,85.769997,88.089996,85.010002,85.779999,85.779999,100
2023-09-15,87.260002,87.260002,83.349998,85.010002,85.010002,100
2023-09-18,85.330002,87.160004,83.489998,87.160004,87.160004,100
2023-09-19,86.930000,89.550003,86.930000,89.550003,89.550003,100
2023-09-20,89.550003,89.550003,89.550003,89.550003,89.550003,0
2023-09-21,84.680000,86.470001,83.129997,84.290001,84.290001,100
2023-09-22,86.080002,86.080002,86.080002,86.080002,86.080002,0
2023-09-25,84.449997,88.620003,83.699997,84.550003,84.550003,100
2023-09-26,86.150002,86.180000,86.129997,86.129997,86.129997,100
2023-09-27,84.680000,84.680000,84.550003,84.550003,84.550003,100
2023-09-28,84.550003,84.550003,84.550003,84.550003,84.550003,0
2023-09-29,86.449997,86.449997,84.239998,84.239998,84.239998,100
2023-10-02,83.919998,85.309998,83.779999,83.779999,83.779999,100
2023-10-03,82.660004,82.660004,81.629997,81.629997,81.629997,100
2023-10-04,81.980003,82.500000,81.120003,81.120003,81.120003,100
2023-10-05,83.139999,84.669998,83.139999,84.669998,84.669998,100
2023-10-06,81.000000,82.150002,81.000000,81.980003,81.980003,100
2023-10-09,82.320000,82.320000,80.849998,80.849998,80.849998,100
2023-10-10,80.849998,80.849998,80.849998,80.849998,80.849998,0
2023-10-11,83.279999,83.279999,81.349998,81.349998,81.349998,100
2023-10-12,85.629997,85.629997,81.839996,81.839996,81.839996,100
2023-10-13,82.750000,82.750000,82.669998,82.669998,82.669998,100
2023-10-16,81.099998,82.349998,79.139999,79.139999,79.139999,100
2023-10-17,82.500000,82.949997,80.809998,82.949997,82.949997,100
2023-10-18,82.949997,82.949997,82.949997,82.949997,82.949997,0
2023-10-19,80.720001,80.720001,78.849998,80.550003,80.550003,100
2023-10-20,78.550003,78.550003,78.550003,78.550003,78.550003,100
2023-10-23,79.080002,79.980003,78.169998,78.650002,78.650002,100
2023-10-24,78.449997,81.620003,78.449997,81.620003,81.620003,100
2023-10-25,78.430000,78.430000,76.690002,76.690002,76.690002,100
2023-10-26,77.690002,79.099998,76.150002,79.099998,79.099998,100
2023-10-27,79.169998,81.379997,77.330002,81.379997,81.379997,100
2023-10-30,79.989998,81.650002,78.330002,81.650002,81.650002,100
2023-10-31,80.889999,82.150002,79.050003,79.050003,79.050003,100
2023-11-01,78.870003,78.870003,78.870003,78.870003,78.870003,100
2023-11-02,80.919998,82.379997,79.510002,82.379997,82.379997,100
2023-11-03,80.250000,81.849998,80.250000,81.849998,81.849998,100
2023-11-06,81.800003,81.800003,79.500000,79.500000,79.500000,100
2023-11-07,80.800003,82.709999,78.580002,82.709999,82.709999,100
2023-11-08,81.860001,82.500000,81.860001,82.010002,82.010002,900
2023-11-09,83.300003,85.879997,83.300003,85.379997,85.379997,500
2023-11-10,83.290001,84.989998,83.290001,84.989998,84.989998,200
2023-11-13,83.169998,83.830002,82.750000,82.750000,82.750000,100
2023-11-14,82.750000,82.750000,82.750000,82.750000,82.750000,0
2023-11-15,84.349998,84.349998,84.349998,84.349998,84.349998,100
2023-11-16,80.629997,82.279999,80.629997,82.279999,82.279999,100
2023-11-17,83.000000,83.000000,81.750000,81.750000,81.750000,100
2023-11-20,84.089996,84.099998,84.089996,84.099998,84.099998,100
2023-11-21,83.099998,87.199997,83.099998,83.449997,83.449997,100
2023-11-22,83.400002,84.949997,83.400002,84.900002,84.900002,100
2023-11-24,83.980003,83.980003,83.980003,83.980003,83.980003,100
2023-11-27,83.349998,87.150002,83.349998,87.150002,87.150002,100
2023-11-28,84.650002,84.900002,84.650002,84.900002,84.900002,100
2023-11-29,83.889999,85.650002,83.889999,85.650002,85.650002,100
2023-11-30,82.050003,84.010002,82.050003,82.089996,82.089996,100
2023-12-01,83.099998,84.230003,83.019997,83.860001,83.860001,100
2023-12-04,84.720001,86.300003,84.529999,86.300003,86.300003,100
2023-12-05,83.300003,85.500000,83.300003,84.550003,84.550003,100
2023-12-06,84.930000,86.150002,83.230003,86.099998,86.099998,100
2023-12-07,84.949997,84.949997,84.949997,84.949997,84.949997,100
2023-12-08,87.059998,87.110001,83.839996,83.839996,83.839996,100
2023-12-11,87.129997,87.129997,82.440002,82.510002,82.510002,100
2023-12-12,82.489998,85.910004,82.300003,85.910004,85.910004,100
2023-12-13,84.660004,84.660004,84.660004,84.660004,84.660004,100
2023-12-14,85.580002,85.580002,84.900002,84.900002,84.900002,100
2023-12-15,84.449997,84.449997,84.449997,84.449997,84.449997,100
2023-12-18,86.449997,86.449997,81.349998,81.349998,81.349998,100
2023-12-19,84.199997,84.199997,81.050003,81.949997,81.949997,100
2023-12-20,84.099998,84.099998,83.000000,83.000000,83.000000,100
2023-12-21,84.629997,84.680000,82.199997,84.680000,84.680000,100
2023-12-22,84.750000,84.750000,83.010002,83.010002,83.010002,100
2023-12-26,85.879997,87.750000,84.019997,84.019997,84.019997,100
2023-12-27,85.440002,85.750000,84.699997,84.849998,84.849998,100
2023-12-28,85.849998,87.949997,85.849998,87.949997,87.949997,100
2023-12-29,87.949997,87.949997,87.949997,87.949997,87.949997,0
2024-01-02,87.660004,87.660004,83.550003,83.550003,83.550003,100
2024-01-03,85.129997,85.150002,83.900002,85.150002,85.150002,100
2024-01-04,85.029999,85.029999,83.550003,83.550003,83.550003,100
2024-01-05,84.680000,84.680000,84.680000,84.680000,84.680000,100
2024-01-08,85.279999,87.199997,83.500000,85.180000,85.180000,100
2024-01-09,84.500000,86.900002,84.500000,86.900002,86.900002,100
2024-01-10,85.129997,85.180000,85.129997,85.180000,85.180000,100
2024-01-11,84.750000,86.000000,84.750000,86.000000,86.000000,100
2024-01-12,87.690002,88.699997,87.690002,88.699997,88.699997,100
2024-01-16,88.430000,88.430000,86.790001,86.790001,86.790001,100
2024-01-17,86.970001,87.050003,86.970001,87.050003,87.050003,100
2024-01-18,87.599998,87.599998,86.540001,86.540001,86.540001,100
2024-01-19,85.699997,85.699997,85.699997,85.699997,85.699997,100
2024-01-22,85.949997,86.940002,85.949997,86.120003,86.120003,100
2024-01-23,86.120003,86.120003,86.120003,86.120003,86.120003,0
2024-01-24,86.589996,87.339996,86.559998,87.339996,87.339996,100
2024-01-25,86.860001,86.860001,86.860001,86.860001,86.860001,100
2024-01-26,86.489998,86.489998,86.489998,86.489998,86.489998,100
2024-01-29,86.220001,87.150002,86.220001,87.150002,87.150002,100
2024-01-30,87.459999,87.459999,87.440002,87.459999,87.459999,100
2024-01-31,85.419998,85.419998,85.419998,85.419998,85.419998,100
2024-02-01,85.930000,86.709999,85.930000,86.709999,86.709999,100
2024-02-02,89.000000,89.000000,83.099998,87.849998,87.849998,300
2024-02-05,82.660004,87.650002,82.660004,85.010002,85.010002,100
2024-02-06,88.500000,88.500000,84.099998,86.489998,86.489998,100
2024-02-07,84.000000,84.489998,83.510002,84.489998,84.489998,100
2024-02-08,81.849998,81.849998,78.349998,81.510002,81.510002,100
2024-02-09,78.500000,78.870003,77.919998,77.919998,77.919998,100
2024-02-12,76.050003,80.500000,76.050003,76.099998,76.099998,100
2024-02-13,79.529999,79.529999,75.949997,75.949997,75.949997,500
2024-02-14,77.650002,79.550003,75.959999,76.320000,76.320000,100
2024-02-15,75.750000,78.599998,75.750000,78.599998,78.599998,100
2024-02-16,77.680000,78.080002,76.599998,78.080002,78.080002,100
2024-02-20,80.599998,80.599998,76.500000,80.599998,80.599998,100
2024-02-21,78.779999,79.139999,77.699997,78.949997,78.949997,100
2024-02-22,79.180000,82.199997,79.169998,82.199997,82.199997,100
2024-02-23,77.599998,81.599998,77.599998,78.150002,78.150002,100
